,precision,recall,f1-score,support,ROC_AUC
Bad,0.024,0.009,0.010,0.447,
Good,0.009,0.035,0.020,0.000,
accuracy,0.015,0.015,0.015,0.015,0.017
macro avg,0.016,0.016,0.015,0.447,
weighted avg,0.016,0.015,0.015,0.447,
