,precision,recall,f1-score,support,ROC_AUC
Bad,0.746±0.024,0.708±0.009,0.726±0.010,1027.200±0.447,nan±nan
Good,0.699±0.009,0.737±0.035,0.717±0.020,947.000±0.000,nan±nan
accuracy,0.722±0.015,0.722±0.015,0.722±0.015,0.722±0.015,0.787±0.017
macro avg,0.722±0.016,0.722±0.016,0.722±0.015,1974.200±0.447,nan±nan
weighted avg,0.723±0.016,0.722±0.015,0.722±0.015,1974.200±0.447,nan±nan
