,precision,recall,f1-score,support,ROC_AUC
No subscription,0.002,0.002,0.001,0.548,
"Yes, subscribed",0.014,0.019,0.019,0.447,
accuracy,0.001,0.001,0.001,0.001,0.006
macro avg,0.007,0.009,0.010,0.447,
weighted avg,0.002,0.001,0.003,0.447,
