,precision,recall,f1-score,support,ROC_AUC
Bad,0.731,0.768,0.749,1027.200,
Good,0.734,0.694,0.713,947.000,
accuracy,0.732,0.732,0.732,0.732,0.801
macro avg,0.732,0.731,0.731,1974.200,
weighted avg,0.732,0.732,0.732,1974.200,
