,precision,recall,f1-score,support,ROC_AUC
Bad,0.731±0.010,0.768±0.010,0.749±0.009,1027.200±0.447,nan±nan
Good,0.734±0.010,0.694±0.013,0.713±0.011,947.000±0.000,nan±nan
accuracy,0.732±0.009,0.732±0.009,0.732±0.009,0.732±0.009,0.801±0.011
macro avg,0.732±0.009,0.731±0.009,0.731±0.009,1974.200±0.447,nan±nan
weighted avg,0.732±0.009,0.732±0.009,0.732±0.009,1974.200±0.447,nan±nan
