,precision,recall,f1-score,support,ROC_AUC
No Stroke,0.951±0.001,0.999±0.002,0.975±0.001,972.200±0.447,nan±nan
Stroke,0.033±0.075,0.004±0.009,0.007±0.016,49.800±0.447,nan±nan
accuracy,0.950±0.001,0.950±0.001,0.950±0.001,0.950±0.001,0.823±0.027
macro avg,0.492±0.038,0.502±0.003,0.491±0.008,1022.000±0.000,nan±nan
weighted avg,0.907±0.005,0.950±0.001,0.927±0.001,1022.000±0.000,nan±nan
