,precision,recall,f1-score,support,ROC_AUC
College,0.884±0.054,0.868±0.079,0.872±0.025,100.000±0.000,nan±nan
No College,0.876±0.064,0.880±0.067,0.875±0.020,100.000±0.000,nan±nan
accuracy,0.874±0.021,0.874±0.021,0.874±0.021,0.874±0.021,0.944±0.012
macro avg,0.880±0.023,0.874±0.021,0.873±0.021,200.000±0.000,nan±nan
weighted avg,0.880±0.023,0.874±0.021,0.873±0.021,200.000±0.000,nan±nan
