,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.883±0.001,0.946±0.003,0.913±0.002,4944.000±0.000,nan±nan
Income > 50K,0.780±0.011,0.607±0.004,0.682±0.005,1568.200±0.447,nan±nan
accuracy,0.864±0.003,0.864±0.003,0.864±0.003,0.864±0.003,0.917±0.003
macro avg,0.832±0.006,0.776±0.003,0.798±0.003,6512.200±0.447,nan±nan
weighted avg,0.858±0.003,0.864±0.003,0.858±0.003,6512.200±0.447,nan±nan
