,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.648±0.011,0.868±0.040,0.742±0.017,399.600±0.548,nan±nan
Potable,0.566±0.052,0.261±0.046,0.354±0.042,255.600±0.548,nan±nan
accuracy,0.632±0.018,0.632±0.018,0.632±0.018,0.632±0.018,0.589±0.027
macro avg,0.607±0.029,0.565±0.017,0.548±0.022,655.200±0.447,nan±nan
weighted avg,0.616±0.025,0.632±0.018,0.591±0.018,655.200±0.447,nan±nan
