,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.008,0.009,0.001,0.447,
Rain tomorrow,0.018,0.040,0.025,0.548,
accuracy,0.002,0.002,0.002,0.002,0.001
macro avg,0.005,0.016,0.013,0.548,
weighted avg,0.002,0.002,0.006,0.548,
