,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.699,0.769,0.732,792.600,
Recidivism,0.680,0.596,0.635,650.200,
accuracy,0.691,0.691,0.691,0.691,0.747
macro avg,0.689,0.683,0.684,1442.800,
weighted avg,0.690,0.691,0.689,1442.800,
