,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.7095292766934558,0.7803030303030303,0.7432351172579674,792.0,
Recidivism,0.6952714535901926,0.6107692307692307,0.6502866502866502,650.0,
accuracy,0.7038834951456311,0.7038834951456311,0.7038834951456311,0.7038834951456311,0.7601262626262626
macro avg,0.7024003651418242,0.6955361305361305,0.6967608837723088,1442.0,
weighted avg,0.7031023800102928,0.7038834951456311,0.7013374032972489,1442.0,
