,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.875±0.003,0.941±0.004,0.906±0.001,22063.200±0.447,nan±nan
Rain tomorrow,0.723±0.009,0.533±0.013,0.613±0.006,6375.400±0.548,nan±nan
accuracy,0.849±0.001,0.849±0.001,0.849±0.001,0.849±0.001,0.877±0.002
macro avg,0.799±0.004,0.737±0.005,0.760±0.003,28438.600±0.548,nan±nan
weighted avg,0.841±0.001,0.849±0.001,0.841±0.002,28438.600±0.548,nan±nan
