,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.874103451185554,0.939038208765807,0.9054080629301868,22063.0,
Rain tomorrow,0.7160050675675675,0.531921568627451,0.6103861038610385,6375.0,
accuracy,0.8477741050706801,0.8477741050706801,0.8477741050706801,0.8477741050706801,0.8750152371151062
macro avg,0.7950542593765608,0.735479888696629,0.7578970833956127,28438.0,
weighted avg,0.8386622388793207,0.8477741050706801,0.8392724349301228,28438.0,
