,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.888±0.004,0.932±0.003,0.910±0.003,4944.000±0.000,nan±nan
Income > 50K,0.746±0.011,0.631±0.016,0.684±0.013,1568.200±0.447,nan±nan
accuracy,0.859±0.005,0.859±0.005,0.859±0.005,0.859±0.005,0.915±0.002
macro avg,0.817±0.007,0.781±0.009,0.797±0.008,6512.200±0.447,nan±nan
weighted avg,0.854±0.006,0.859±0.005,0.855±0.005,6512.200±0.447,nan±nan
