,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.888,0.932,0.910,4944.000,
Income > 50K,0.746,0.631,0.684,1568.200,
accuracy,0.859,0.859,0.859,0.859,0.915
macro avg,0.817,0.781,0.797,6512.200,
weighted avg,0.854,0.859,0.855,6512.200,
