,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.691±0.015,0.772±0.025,0.729±0.016,792.600±0.548,nan±nan
Recidivism,0.676±0.024,0.579±0.030,0.624±0.023,650.200±0.447,nan±nan
accuracy,0.685±0.017,0.685±0.017,0.685±0.017,0.685±0.017,0.740±0.017
macro avg,0.684±0.018,0.676±0.017,0.676±0.018,1442.800±0.447,nan±nan
weighted avg,0.685±0.017,0.685±0.017,0.682±0.017,1442.800±0.447,nan±nan
