,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.015,0.025,0.016,0.548,
Recidivism,0.024,0.030,0.023,0.447,
accuracy,0.017,0.017,0.017,0.017,0.017
macro avg,0.018,0.017,0.018,0.447,
weighted avg,0.017,0.017,0.017,0.447,
