,precision,recall,f1-score,support,ROC_AUC
Churn,0.056,0.019,0.020,0.447,
No Churn,0.005,0.028,0.014,0.447,
accuracy,0.018,0.018,0.018,0.018,0.018
macro avg,0.029,0.012,0.017,0.548,
weighted avg,0.016,0.018,0.015,0.548,
