,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.880±0.001,0.946±0.001,0.912±0.001,22063.200±0.447,nan±nan
Rain tomorrow,0.748±0.005,0.555±0.005,0.637±0.005,6375.400±0.548,nan±nan
accuracy,0.858±0.002,0.858±0.002,0.858±0.002,0.858±0.002,0.891±0.003
macro avg,0.814±0.003,0.751±0.003,0.775±0.003,28438.600±0.548,nan±nan
weighted avg,0.851±0.002,0.858±0.002,0.850±0.002,28438.600±0.548,nan±nan
