,precision,recall,f1-score,support,ROC_AUC
No subscription,0.902±0.001,0.986±0.003,0.942±0.001,7984.400±0.548,nan±nan
"Yes, subscribed",0.640±0.040,0.191±0.006,0.294±0.009,1057.800±0.447,nan±nan
accuracy,0.893±0.002,0.893±0.002,0.893±0.002,0.893±0.002,0.719±0.026
macro avg,0.771±0.020,0.588±0.003,0.618±0.005,9042.200±0.447,nan±nan
weighted avg,0.871±0.005,0.893±0.002,0.866±0.002,9042.200±0.447,nan±nan
