,precision,recall,f1-score,support,ROC_AUC
No Stroke,0.952054794520548,1.0,0.975438596491228,973.0,
Stroke,0.0,0.0,0.0,49.0,
accuracy,0.952054794520548,0.952054794520548,0.952054794520548,0.952054794520548,0.8088596178450825
macro avg,0.476027397260274,0.5,0.487719298245614,1022.0,
weighted avg,0.9064083317695628,0.952054794520548,0.9286709925498678,1022.0,
