,precision,recall,f1-score,support,ROC_AUC
No subscription,0.906±0.002,0.981±0.001,0.942±0.001,7984.400±0.548,nan±nan
"Yes, subscribed",0.615±0.021,0.235±0.017,0.340±0.021,1057.800±0.447,nan±nan
accuracy,0.893±0.002,0.893±0.002,0.893±0.002,0.893±0.002,0.798±0.011
macro avg,0.761±0.011,0.608±0.009,0.641±0.011,9042.200±0.447,nan±nan
weighted avg,0.872±0.004,0.893±0.002,0.872±0.003,9042.200±0.447,nan±nan
