,precision,recall,f1-score,support,ROC_AUC
No subscription,0.899±0.002,0.989±0.002,0.942±0.001,7984.400±0.548,nan±nan
"Yes, subscribed",0.660±0.025,0.163±0.019,0.260±0.024,1057.800±0.447,nan±nan
accuracy,0.892±0.002,0.892±0.002,0.892±0.002,0.892±0.002,0.764±0.008
macro avg,0.779±0.013,0.576±0.009,0.601±0.013,9042.200±0.447,nan±nan
weighted avg,0.871±0.004,0.892±0.002,0.862±0.003,9042.200±0.447,nan±nan
