,precision,recall,f1-score,support,ROC_AUC
No subscription,0.002,0.002,0.001,0.548,
"Yes, subscribed",0.025,0.019,0.024,0.447,
accuracy,0.002,0.002,0.002,0.002,0.008
macro avg,0.013,0.009,0.013,0.447,
weighted avg,0.004,0.002,0.003,0.447,
