,precision,recall,f1-score,support,ROC_AUC
No subscription,0.899,0.989,0.942,7984.400,
"Yes, subscribed",0.660,0.163,0.260,1057.800,
accuracy,0.892,0.892,0.892,0.892,0.764
macro avg,0.779,0.576,0.601,9042.200,
weighted avg,0.871,0.892,0.862,9042.200,
