,precision,recall,f1-score,support,ROC_AUC
Churn,0.662,0.531,0.589,373.800,
No Churn,0.842,0.902,0.871,1034.800,
accuracy,0.803,0.803,0.803,0.803,0.846
macro avg,0.752,0.716,0.730,1408.600,
weighted avg,0.794,0.803,0.796,1408.600,
