,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.664±0.005,0.844±0.047,0.743±0.021,399.600±0.548,nan±nan
Potable,0.585±0.060,0.333±0.028,0.422±0.011,255.600±0.548,nan±nan
accuracy,0.645±0.019,0.645±0.019,0.645±0.019,0.645±0.019,0.629±0.040
macro avg,0.625±0.032,0.589±0.011,0.583±0.008,655.200±0.447,nan±nan
weighted avg,0.633±0.026,0.645±0.019,0.618±0.011,655.200±0.447,nan±nan
