,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.872±0.001,0.945±0.002,0.907±0.001,22063.200±0.447,nan±nan
Rain tomorrow,0.731±0.004,0.518±0.007,0.606±0.005,6375.400±0.548,nan±nan
accuracy,0.849±0.001,0.849±0.001,0.849±0.001,0.849±0.001,0.878±0.003
macro avg,0.801±0.002,0.732±0.003,0.757±0.003,28438.600±0.548,nan±nan
weighted avg,0.840±0.001,0.849±0.001,0.839±0.001,28438.600±0.548,nan±nan
