,precision,recall,f1-score,support,ROC_AUC
Bad,0.736±0.010,0.758±0.009,0.747±0.009,1027.200±0.447,nan±nan
Good,0.729±0.010,0.705±0.012,0.717±0.011,947.000±0.000,nan±nan
accuracy,0.733±0.010,0.733±0.010,0.733±0.010,0.733±0.010,0.802±0.012
macro avg,0.733±0.010,0.732±0.010,0.732±0.010,1974.200±0.447,nan±nan
weighted avg,0.733±0.010,0.733±0.010,0.733±0.010,1974.200±0.447,nan±nan
