,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.876±0.010,0.945±0.015,0.909±0.003,4944.000±0.000,nan±nan
Income > 50K,0.772±0.033,0.577±0.043,0.659±0.017,1568.200±0.447,nan±nan
accuracy,0.856±0.004,0.856±0.004,0.856±0.004,0.856±0.004,0.902±0.003
macro avg,0.824±0.013,0.761±0.015,0.784±0.008,6512.200±0.447,nan±nan
weighted avg,0.851±0.005,0.856±0.004,0.849±0.005,6512.200±0.447,nan±nan
