,precision,recall,f1-score,support,ROC_AUC
College,0.029,0.022,0.005,0.000,
No College,0.014,0.038,0.012,0.000,
accuracy,0.008,0.008,0.008,0.008,0.007
macro avg,0.008,0.008,0.008,0.000,
weighted avg,0.008,0.008,0.008,0.000,
