,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.676,0.901,0.772,399.600,
Potable,0.679,0.322,0.435,255.600,
accuracy,0.676,0.676,0.676,0.676,0.684
macro avg,0.677,0.612,0.603,655.200,
weighted avg,0.677,0.676,0.640,655.200,
