,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.676±0.013,0.901±0.024,0.772±0.005,399.600±0.548,nan±nan
Potable,0.679±0.030,0.322±0.052,0.435±0.044,255.600±0.548,nan±nan
accuracy,0.676±0.010,0.676±0.010,0.676±0.010,0.676±0.010,0.684±0.015
macro avg,0.677±0.015,0.612±0.016,0.603±0.023,655.200±0.447,nan±nan
weighted avg,0.677±0.012,0.676±0.010,0.640±0.018,655.200±0.447,nan±nan
