,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.869±0.001,0.947±0.001,0.907±0.001,22063.200±0.447,nan±nan
Rain tomorrow,0.735±0.005,0.506±0.005,0.599±0.005,6375.400±0.548,nan±nan
accuracy,0.848±0.002,0.848±0.002,0.848±0.002,0.848±0.002,0.874±0.003
macro avg,0.802±0.003,0.727±0.003,0.753±0.003,28438.600±0.548,nan±nan
weighted avg,0.839±0.002,0.848±0.002,0.838±0.002,28438.600±0.548,nan±nan
