,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.869,0.947,0.907,22063.200,
Rain tomorrow,0.735,0.506,0.599,6375.400,
accuracy,0.848,0.848,0.848,0.848,0.874
macro avg,0.802,0.727,0.753,28438.600,
weighted avg,0.839,0.848,0.838,28438.600,
