,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.819±0.008,0.504±0.079,0.621±0.059,22063.200±0.447,nan±nan
Rain tomorrow,0.263±0.006,0.611±0.080,0.367±0.010,6375.400±0.548,nan±nan
accuracy,0.528±0.044,0.528±0.044,0.528±0.044,0.528±0.044,0.573±0.005
macro avg,0.541±0.002,0.558±0.002,0.494±0.025,28438.600±0.548,nan±nan
weighted avg,0.694±0.005,0.528±0.044,0.564±0.044,28438.600±0.548,nan±nan
