,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.008,0.079,0.059,0.447,
Rain tomorrow,0.006,0.080,0.010,0.548,
accuracy,0.044,0.044,0.044,0.044,0.005
macro avg,0.002,0.002,0.025,0.548,
weighted avg,0.005,0.044,0.044,0.548,
