,precision,recall,f1-score,support,ROC_AUC
College,0.898±0.033,0.900±0.037,0.898±0.016,100.000±0.000,nan±nan
No College,0.901±0.033,0.896±0.037,0.898±0.016,100.000±0.000,nan±nan
accuracy,0.898±0.016,0.898±0.016,0.898±0.016,0.898±0.016,0.967±0.008
macro avg,0.900±0.018,0.898±0.016,0.898±0.016,200.000±0.000,nan±nan
weighted avg,0.900±0.018,0.898±0.016,0.898±0.016,200.000±0.000,nan±nan
