,precision,recall,f1-score,support,ROC_AUC
No College,0.89,0.89,0.89,100.0,
College,0.89,0.89,0.89,100.0,
accuracy,0.89,0.89,0.89,0.89,0.9596
macro avg,0.89,0.89,0.89,200.0,
weighted avg,0.89,0.89,0.89,200.0,
