,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.674±0.013,0.876±0.026,0.762±0.016,399.600±0.548,nan±nan
Potable,0.638±0.055,0.337±0.034,0.440±0.036,255.600±0.548,nan±nan
accuracy,0.666±0.020,0.666±0.020,0.666±0.020,0.666±0.020,0.675±0.030
macro avg,0.656±0.033,0.607±0.020,0.601±0.024,655.200±0.447,nan±nan
weighted avg,0.660±0.028,0.666±0.020,0.636±0.022,655.200±0.447,nan±nan
