,precision,recall,f1-score,support,ROC_AUC
No Stroke,0.978±0.010,0.536±0.164,0.680±0.139,972.200±0.447,nan±nan
Stroke,0.079±0.013,0.742±0.156,0.142±0.019,49.800±0.447,nan±nan
accuracy,0.546±0.149,0.546±0.149,0.546±0.149,0.546±0.149,0.701±0.018
macro avg,0.529±0.006,0.639±0.023,0.411±0.077,1022.000±0.000,nan±nan
weighted avg,0.934±0.009,0.546±0.149,0.654±0.133,1022.000±0.000,nan±nan
