,precision,recall,f1-score,support,ROC_AUC
No Stroke,0.010,0.164,0.139,0.447,
Stroke,0.013,0.156,0.019,0.447,
accuracy,0.149,0.149,0.149,0.149,0.018
macro avg,0.006,0.023,0.077,0.000,
weighted avg,0.009,0.149,0.133,0.000,
