,precision,recall,f1-score,support,ROC_AUC
No subscription,0.002,0.003,0.001,0.548,
"Yes, subscribed",0.036,0.019,0.022,0.447,
accuracy,0.002,0.002,0.002,0.002,0.006
macro avg,0.018,0.009,0.011,0.447,
weighted avg,0.004,0.002,0.003,0.447,
