,precision,recall,f1-score,support,ROC_AUC
Bad,0.748,0.759,0.753,1027.200,
Good,0.734,0.722,0.728,947.000,
accuracy,0.741,0.741,0.741,0.741,0.810
macro avg,0.741,0.740,0.740,1974.200,
weighted avg,0.741,0.741,0.741,1974.200,
