,precision,recall,f1-score,support,ROC_AUC
Bad,0.010,0.010,0.008,0.447,
Good,0.009,0.015,0.010,0.000,
accuracy,0.009,0.009,0.009,0.009,0.008
macro avg,0.009,0.009,0.009,0.447,
weighted avg,0.009,0.009,0.009,0.447,
