,precision,recall,f1-score,support,ROC_AUC
Bad,0.748±0.010,0.759±0.010,0.753±0.008,1027.200±0.447,nan±nan
Good,0.734±0.009,0.722±0.015,0.728±0.010,947.000±0.000,nan±nan
accuracy,0.741±0.009,0.741±0.009,0.741±0.009,0.741±0.009,0.810±0.008
macro avg,0.741±0.009,0.740±0.009,0.740±0.009,1974.200±0.447,nan±nan
weighted avg,0.741±0.009,0.741±0.009,0.741±0.009,1974.200±0.447,nan±nan
