,precision,recall,f1-score,support,ROC_AUC
Bad,0.742,0.758,0.750,1027.200,
Good,0.731,0.714,0.722,947.000,
accuracy,0.737,0.737,0.737,0.737,0.807
macro avg,0.736,0.736,0.736,1974.200,
weighted avg,0.737,0.737,0.736,1974.200,
