,precision,recall,f1-score,support,ROC_AUC
College,0.878±0.056,0.882±0.026,0.879±0.034,100.000±0.000,nan±nan
No College,0.881±0.025,0.874±0.064,0.877±0.040,100.000±0.000,nan±nan
accuracy,0.878±0.037,0.878±0.037,0.878±0.037,0.878±0.037,0.953±0.023
macro avg,0.879±0.036,0.878±0.037,0.878±0.037,200.000±0.000,nan±nan
weighted avg,0.879±0.036,0.878±0.037,0.878±0.037,200.000±0.000,nan±nan
