,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.886±0.003,0.936±0.004,0.911±0.002,4944.000±0.000,nan±nan
Income > 50K,0.755±0.010,0.622±0.010,0.682±0.007,1568.200±0.447,nan±nan
accuracy,0.860±0.003,0.860±0.003,0.860±0.003,0.860±0.003,0.916±0.002
macro avg,0.821±0.005,0.779±0.005,0.796±0.004,6512.200±0.447,nan±nan
weighted avg,0.855±0.003,0.860±0.003,0.855±0.003,6512.200±0.447,nan±nan
