,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.708±0.020,0.690±0.060,0.698±0.033,399.600±0.548,nan±nan
Potable,0.536±0.036,0.555±0.058,0.544±0.030,255.600±0.548,nan±nan
accuracy,0.637±0.027,0.637±0.027,0.637±0.027,0.637±0.027,0.680±0.017
macro avg,0.622±0.024,0.623±0.023,0.621±0.024,655.200±0.447,nan±nan
weighted avg,0.641±0.023,0.637±0.027,0.638±0.025,655.200±0.447,nan±nan
