,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.708,0.690,0.698,399.600,
Potable,0.536,0.555,0.544,255.600,
accuracy,0.637,0.637,0.637,0.637,0.680
macro avg,0.622,0.623,0.621,655.200,
weighted avg,0.641,0.637,0.638,655.200,
