,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.684964200477327,0.7192982456140351,0.7017114914425427,399.0,
Potable,0.5254237288135594,0.484375,0.5040650406504066,256.0,
accuracy,0.6274809160305344,0.6274809160305344,0.6274809160305344,0.6274809160305344,0.6732456140350876
macro avg,0.6051939646454432,0.6018366228070176,0.6028882660464747,655.0,
weighted avg,0.6226094512469078,0.6274809160305344,0.6244634129650055,655.0,
