,precision,recall,f1-score,support,ROC_AUC
No Stroke,0.953±0.004,0.992±0.014,0.972±0.005,972.200±0.447,nan±nan
Stroke,0.105±0.144,0.048±0.087,0.058±0.094,49.800±0.447,nan±nan
accuracy,0.946±0.009,0.946±0.009,0.946±0.009,0.946±0.009,0.795±0.037
macro avg,0.529±0.074,0.520±0.036,0.515±0.045,1022.000±0.000,nan±nan
weighted avg,0.912±0.010,0.946±0.009,0.928±0.002,1022.000±0.000,nan±nan
