,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.894±0.004,0.945±0.003,0.919±0.002,4944.000±0.000,nan±nan
Income > 50K,0.788±0.010,0.646±0.014,0.710±0.010,1568.200±0.447,nan±nan
accuracy,0.873±0.004,0.873±0.004,0.873±0.004,0.873±0.004,0.929±0.002
macro avg,0.841±0.006,0.796±0.007,0.814±0.006,6512.200±0.447,nan±nan
weighted avg,0.868±0.004,0.873±0.004,0.868±0.004,6512.200±0.447,nan±nan
