,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.894,0.945,0.919,4944.000,
Income > 50K,0.788,0.646,0.710,1568.200,
accuracy,0.873,0.873,0.873,0.873,0.929
macro avg,0.841,0.796,0.814,6512.200,
weighted avg,0.868,0.873,0.868,6512.200,
