,precision,recall,f1-score,support,ROC_AUC
No College,0.9444444444444444,0.85,0.8947368421052632,100.0,
College,0.8636363636363636,0.95,0.9047619047619048,100.0,
accuracy,0.9,0.9,0.9,0.9,0.9615
macro avg,0.904040404040404,0.8999999999999999,0.899749373433584,200.0,
weighted avg,0.904040404040404,0.9,0.899749373433584,200.0,
