,precision,recall,f1-score,support,ROC_AUC
Churn,0.020,0.045,0.033,0.447,
No Churn,0.012,0.009,0.006,0.447,
accuracy,0.010,0.010,0.010,0.010,0.014
macro avg,0.013,0.020,0.019,0.548,
weighted avg,0.012,0.010,0.012,0.548,
