,precision,recall,f1-score,support,ROC_AUC
No Churn,0.8499095840867993,0.9082125603864736,0.8780943484353106,1035.0,
Churn,0.6864686468646864,0.5561497326203209,0.6144756277695717,374.0,
accuracy,0.8147622427253371,0.8147622427253371,0.8147622427253371,0.8147622427253371,0.8600144669198377
macro avg,0.7681891154757429,0.7321811465033972,0.7462849881024411,1409.0,
weighted avg,0.80652639705978,0.8147622427253371,0.8081203232195644,1409.0,
