,precision,recall,f1-score,support,ROC_AUC
No subscription,0.902,0.985,0.942,7984.500,
"Yes, subscribed",0.629,0.195,0.298,1057.750,
accuracy,0.892,0.892,0.892,0.892,0.777
macro avg,0.766,0.590,0.620,9042.250,
weighted avg,0.870,0.892,0.866,9042.250,
