,precision,recall,f1-score,support,ROC_AUC
No subscription,0.902±0.001,0.985±0.001,0.942±0.001,7984.500±0.577,nan±nan
"Yes, subscribed",0.629±0.020,0.195±0.008,0.298±0.010,1057.750±0.500,nan±nan
accuracy,0.892±0.001,0.892±0.001,0.892±0.001,0.892±0.001,0.777±0.011
macro avg,0.766±0.010,0.590±0.004,0.620±0.005,9042.250±0.500,nan±nan
weighted avg,0.870±0.003,0.892±0.001,0.866±0.002,9042.250±0.500,nan±nan
