,precision,recall,f1-score,support,ROC_AUC
No subscription,0.9033705280110432,0.9835921843687376,0.9417760988187324,7984.0,
"Yes, subscribed",0.6246418338108882,0.2060491493383743,0.3098791755508173,1058.0,
accuracy,0.8926122539261225,0.8926122539261225,0.8926122539261225,0.8926122539261225,0.7829718984282366
macro avg,0.7640061809109657,0.594820666853556,0.6258276371847749,9042.0,
weighted avg,0.8707566197536042,0.8926122539261225,0.8678381487172665,9042.0,
