,precision,recall,f1-score,support,ROC_AUC
Bad,0.7440944881889764,0.7361246348588121,0.7400881057268723,1027.0,
Good,0.7171189979123174,0.7254487856388595,0.7212598425196851,947.0,
accuracy,0.7310030395136778,0.7310030395136778,0.7310030395136778,0.7310030395136778,0.7909675303243265
macro avg,0.7306067430506469,0.7307867102488358,0.7306739741232787,1974.0,
weighted avg,0.731153358861724,0.7310030395136778,0.7310554992135967,1974.0,
