,precision,recall,f1-score,support,ROC_AUC
Bad,0.717,0.755,0.735,1027.200,
Good,0.718,0.674,0.694,947.000,
accuracy,0.716,0.716,0.716,0.716,0.779
macro avg,0.717,0.715,0.715,1974.200,
weighted avg,0.717,0.716,0.715,1974.200,
